,Date,None,D0,D1,D2,D3,D4
0,2012-04-02,2.22,8.16,43.36,46.25,0.0,0.0
1,2012-04-03,2.22,8.16,43.36,46.25,0.0,0.0
2,2012-04-04,2.22,8.16,43.36,46.25,0.0,0.0
3,2012-04-05,2.22,8.16,43.36,46.25,0.0,0.0
4,2012-04-06,2.22,8.16,43.36,46.25,0.0,0.0
5,2012-04-07,2.22,8.16,43.36,46.25,0.0,0.0
6,2012-04-08,2.22,8.16,43.36,46.25,0.0,0.0
7,2012-04-09,3.54,14.45,35.75,46.25,0.0,0.0
8,2012-04-10,3.54,14.45,35.75,46.25,0.0,0.0
9,2012-04-11,3.54,14.45,35.75,46.25,0.0,0.0
10,2012-04-12,3.54,14.45,35.75,46.25,0.0,0.0
11,2012-04-13,3.54,14.45,35.75,46.25,0.0,0.0
12,2012-04-14,3.54,14.45,35.75,46.25,0.0,0.0
13,2012-04-15,3.54,14.45,35.75,46.25,0.0,0.0
14,2012-04-16,4.89,13.64,32.48,49.0,0.0,0.0
15,2012-04-17,4.89,13.64,32.48,49.0,0.0,0.0
16,2012-04-18,4.89,13.64,32.48,49.0,0.0,0.0
17,2012-04-19,4.89,13.64,32.48,49.0,0.0,0.0
18,2012-04-20,4.89,13.64,32.48,49.0,0.0,0.0
19,2012-04-21,4.89,13.64,32.48,49.0,0.0,0.0
20,2012-04-22,4.89,13.64,32.48,49.0,0.0,0.0
21,2012-04-23,15.84,23.93,33.88,26.35,0.0,0.0
22,2012-04-24,15.84,23.93,33.88,26.35,0.0,0.0
23,2012-04-25,15.84,23.93,33.88,26.35,0.0,0.0
24,2012-04-26,15.84,23.93,33.88,26.35,0.0,0.0
25,2012-04-27,15.84,23.93,33.88,26.35,0.0,0.0
26,2012-04-28,15.84,23.93,33.88,26.35,0.0,0.0
27,2012-04-29,15.84,23.93,33.88,26.35,0.0,0.0
28,2012-04-30,15.84,23.93,37.36,22.87,0.0,0.0
29,2012-05-01,15.84,23.93,37.36,22.87,0.0,0.0
30,2012-05-02,15.84,23.93,37.36,22.87,0.0,0.0
31,2012-05-03,15.84,23.93,37.36,22.87,0.0,0.0
32,2012-05-04,15.84,23.93,37.36,22.87,0.0,0.0
33,2012-05-05,15.84,23.93,37.36,22.87,0.0,0.0
34,2012-05-06,15.84,23.93,37.36,22.87,0.0,0.0
35,2012-05-07,15.84,25.19,37.83,21.14,0.0,0.0
36,2012-05-08,15.84,25.19,37.83,21.14,0.0,0.0
37,2012-05-09,15.84,25.19,37.83,21.14,0.0,0.0
38,2012-05-10,15.84,25.19,37.83,21.14,0.0,0.0
39,2012-05-11,15.84,25.19,37.83,21.14,0.0,0.0
40,2012-05-12,15.84,25.19,37.83,21.14,0.0,0.0
41,2012-05-13,15.84,25.19,37.83,21.14,0.0,0.0
42,2012-05-14,15.89,25.22,37.75,21.14,0.0,0.0
43,2012-05-15,15.89,25.22,37.75,21.14,0.0,0.0
44,2012-05-16,15.89,25.22,37.75,21.14,0.0,0.0
45,2012-05-17,15.89,25.22,37.75,21.14,0.0,0.0
46,2012-05-18,15.89,25.22,37.75,21.14,0.0,0.0
47,2012-05-19,15.89,25.22,37.75,21.14,0.0,0.0
48,2012-05-20,15.89,25.22,37.75,21.14,0.0,0.0
49,2012-05-21,15.89,25.22,36.3,22.6,0.0,0.0
50,2012-05-22,15.89,25.22,36.3,22.6,0.0,0.0
51,2012-05-23,15.89,25.22,36.3,22.6,0.0,0.0
52,2012-05-24,15.89,25.22,36.3,22.6,0.0,0.0
53,2012-05-25,15.89,25.22,36.3,22.6,0.0,0.0
54,2012-05-26,15.89,25.22,36.3,22.6,0.0,0.0
55,2012-05-27,15.89,25.22,36.3,22.6,0.0,0.0
56,2012-05-28,15.89,25.22,36.3,22.6,0.0,0.0
57,2012-05-29,15.89,25.22,36.3,22.6,0.0,0.0
58,2012-05-30,15.89,25.22,36.3,22.6,0.0,0.0
59,2012-05-31,15.89,25.22,36.3,22.6,0.0,0.0
60,2012-06-01,15.89,25.22,36.3,22.6,0.0,0.0
61,2012-06-02,15.89,25.22,36.3,22.6,0.0,0.0
62,2012-06-03,15.89,25.22,36.3,22.6,0.0,0.0
63,2012-06-04,15.89,25.22,36.3,22.6,0.0,0.0
64,2012-06-05,15.89,25.22,36.3,22.6,0.0,0.0
65,2012-06-06,15.89,25.22,36.3,22.6,0.0,0.0
66,2012-06-07,15.89,25.22,36.3,22.6,0.0,0.0
67,2012-06-08,15.89,25.22,36.3,22.6,0.0,0.0
68,2012-06-09,15.89,25.22,36.3,22.6,0.0,0.0
69,2012-06-10,15.89,25.22,36.3,22.6,0.0,0.0
70,2012-06-11,15.89,25.22,36.3,22.6,0.0,0.0
71,2012-06-12,15.89,25.22,36.3,22.6,0.0,0.0
72,2012-06-13,15.89,25.22,36.3,22.6,0.0,0.0
73,2012-06-14,15.89,25.22,36.3,22.6,0.0,0.0
74,2012-06-15,15.89,25.22,36.3,22.6,0.0,0.0
75,2012-06-16,15.89,25.22,36.3,22.6,0.0,0.0
76,2012-06-17,15.89,25.22,36.3,22.6,0.0,0.0
77,2012-06-18,15.89,25.22,36.3,22.6,0.0,0.0
78,2012-06-19,15.89,25.22,36.3,22.6,0.0,0.0
79,2012-06-20,15.89,25.22,36.3,22.6,0.0,0.0
80,2012-06-21,15.89,25.22,36.3,22.6,0.0,0.0
81,2012-06-22,15.89,25.22,36.3,22.6,0.0,0.0
82,2012-06-23,15.89,25.22,36.3,22.6,0.0,0.0
83,2012-06-24,15.89,25.22,36.3,22.6,0.0,0.0
84,2012-06-25,15.89,24.6,36.91,22.6,0.0,0.0
85,2012-06-26,15.89,24.6,36.91,22.6,0.0,0.0
86,2012-06-27,15.89,24.6,36.91,22.6,0.0,0.0
87,2012-06-28,15.89,24.6,36.91,22.6,0.0,0.0
88,2012-06-29,15.89,24.6,36.91,22.6,0.0,0.0
89,2012-06-30,15.89,24.6,36.91,22.6,0.0,0.0
90,2012-07-01,15.89,24.6,36.91,22.6,0.0,0.0
91,2012-07-02,15.89,24.6,36.74,22.76,0.0,0.0
92,2012-07-03,15.89,24.6,36.74,22.76,0.0,0.0
93,2012-07-04,15.89,24.6,36.74,22.76,0.0,0.0
94,2012-07-05,15.89,24.6,36.74,22.76,0.0,0.0
95,2012-07-06,15.89,24.6,36.74,22.76,0.0,0.0
96,2012-07-07,15.89,24.6,36.74,22.76,0.0,0.0
97,2012-07-08,15.89,24.6,36.74,22.76,0.0,0.0
98,2012-07-09,15.88,24.35,36.85,22.92,0.0,0.0
99,2012-07-10,15.88,24.35,36.85,22.92,0.0,0.0
100,2012-07-11,15.88,24.35,36.85,22.92,0.0,0.0
101,2012-07-12,15.88,24.35,36.85,22.92,0.0,0.0
102,2012-07-13,15.88,24.35,36.85,22.92,0.0,0.0
103,2012-07-14,15.88,24.35,36.85,22.92,0.0,0.0
104,2012-07-15,15.88,24.35,36.85,22.92,0.0,0.0
105,2012-07-16,15.88,24.38,36.81,22.92,0.0,0.0
106,2012-07-17,15.88,24.38,36.81,22.92,0.0,0.0
107,2012-07-18,15.88,24.38,36.81,22.92,0.0,0.0
108,2012-07-19,15.88,24.38,36.81,22.92,0.0,0.0
109,2012-07-20,15.88,24.38,36.81,22.92,0.0,0.0
110,2012-07-21,15.88,24.38,36.81,22.92,0.0,0.0
111,2012-07-22,15.88,24.38,36.81,22.92,0.0,0.0
112,2012-07-23,15.88,24.38,36.81,22.92,0.0,0.0
113,2012-07-24,15.88,24.38,36.81,22.92,0.0,0.0
114,2012-07-25,15.88,24.38,36.81,22.92,0.0,0.0
115,2012-07-26,15.88,24.38,36.81,22.92,0.0,0.0
116,2012-07-27,15.88,24.38,36.81,22.92,0.0,0.0
117,2012-07-28,15.88,24.38,36.81,22.92,0.0,0.0
118,2012-07-29,15.88,24.38,36.81,22.92,0.0,0.0
119,2012-07-30,11.64,24.55,36.96,26.56,0.29,0.0
120,2012-07-31,11.64,24.55,36.96,26.56,0.29,0.0
121,2012-08-01,11.64,24.55,36.96,26.56,0.29,0.0
122,2012-08-02,11.64,24.55,36.96,26.56,0.29,0.0
123,2012-08-03,11.64,24.55,36.96,26.56,0.29,0.0
124,2012-08-04,11.64,24.55,36.96,26.56,0.29,0.0
125,2012-08-05,11.64,24.55,36.96,26.56,0.29,0.0
126,2012-08-06,11.64,24.55,40.2,23.32,0.29,0.0
127,2012-08-07,11.64,24.55,40.2,23.32,0.29,0.0
128,2012-08-08,11.64,24.55,40.2,23.32,0.29,0.0
129,2012-08-09,11.64,24.55,40.2,23.32,0.29,0.0
130,2012-08-10,11.64,24.55,40.2,23.32,0.29,0.0
131,2012-08-11,11.64,24.55,40.2,23.32,0.29,0.0
132,2012-08-12,11.64,24.55,40.2,23.32,0.29,0.0
133,2012-08-13,11.64,24.55,40.49,23.02,0.29,0.0
134,2012-08-14,11.64,24.55,40.49,23.02,0.29,0.0
135,2012-08-15,11.64,24.55,40.49,23.02,0.29,0.0
136,2012-08-16,11.64,24.55,40.49,23.02,0.29,0.0
137,2012-08-17,11.64,24.55,40.49,23.02,0.29,0.0
138,2012-08-18,11.64,24.55,40.49,23.02,0.29,0.0
139,2012-08-19,11.64,24.55,40.49,23.02,0.29,0.0
140,2012-08-20,11.3,24.86,40.53,23.02,0.29,0.0
141,2012-08-21,11.3,24.86,40.53,23.02,0.29,0.0
142,2012-08-22,11.3,24.86,40.53,23.02,0.29,0.0
143,2012-08-23,11.3,24.86,40.53,23.02,0.29,0.0
144,2012-08-24,11.3,24.86,40.53,23.02,0.29,0.0
145,2012-08-25,11.3,24.86,40.53,23.02,0.29,0.0
146,2012-08-26,11.3,24.86,40.53,23.02,0.29,0.0
147,2012-08-27,11.3,19.49,45.91,23.01,0.29,0.0
148,2012-08-28,11.3,19.49,45.91,23.01,0.29,0.0
149,2012-08-29,11.3,19.49,45.91,23.01,0.29,0.0
150,2012-08-30,11.3,19.49,45.91,23.01,0.29,0.0
151,2012-08-31,11.3,19.49,45.91,23.01,0.29,0.0
152,2012-09-01,11.3,19.49,45.91,23.01,0.29,0.0
153,2012-09-02,11.3,19.49,45.91,23.01,0.29,0.0
154,2012-09-03,11.74,18.82,46.39,21.9,1.14,0.0
155,2012-09-04,11.74,18.82,46.39,21.9,1.14,0.0
156,2012-09-05,11.74,18.82,46.39,21.9,1.14,0.0
157,2012-09-06,11.74,18.82,46.39,21.9,1.14,0.0
158,2012-09-07,11.74,18.82,46.39,21.9,1.14,0.0
159,2012-09-08,11.74,18.82,46.39,21.9,1.14,0.0
160,2012-09-09,11.74,18.82,46.39,21.9,1.14,0.0
161,2012-09-10,11.74,18.97,46.53,21.61,1.14,0.0
162,2012-09-11,11.74,18.97,46.53,21.61,1.14,0.0
163,2012-09-12,11.74,18.97,46.53,21.61,1.14,0.0
164,2012-09-13,11.74,18.97,46.53,21.61,1.14,0.0
165,2012-09-14,11.74,18.97,46.53,21.61,1.14,0.0
166,2012-09-15,11.74,18.97,46.53,21.61,1.14,0.0
167,2012-09-16,11.74,18.97,46.53,21.61,1.14,0.0
168,2012-09-17,11.74,19.13,46.82,21.17,1.14,0.0
169,2012-09-18,11.74,19.13,46.82,21.17,1.14,0.0
170,2012-09-19,11.74,19.13,46.82,21.17,1.14,0.0
171,2012-09-20,11.74,19.13,46.82,21.17,1.14,0.0
172,2012-09-21,11.74,19.13,46.82,21.17,1.14,0.0
173,2012-09-22,11.74,19.13,46.82,21.17,1.14,0.0
174,2012-09-23,11.74,19.13,46.82,21.17,1.14,0.0
175,2012-09-24,11.95,18.97,46.82,21.12,1.14,0.0
176,2012-09-25,11.95,18.97,46.82,21.12,1.14,0.0
177,2012-09-26,11.95,18.97,46.82,21.12,1.14,0.0
178,2012-09-27,11.95,18.97,46.82,21.12,1.14,0.0
179,2012-09-28,11.95,18.97,46.82,21.12,1.14,0.0
180,2012-09-29,11.95,18.97,46.82,21.12,1.14,0.0
181,2012-09-30,11.95,18.97,46.82,21.12,1.14,0.0
182,2012-10-01,11.95,18.64,47.14,21.12,1.14,0.0
183,2012-10-02,11.95,18.64,47.14,21.12,1.14,0.0
184,2012-10-03,11.95,18.64,47.14,21.12,1.14,0.0
185,2012-10-04,11.95,18.64,47.14,21.12,1.14,0.0
186,2012-10-05,11.95,18.64,47.14,21.12,1.14,0.0
187,2012-10-06,11.95,18.64,47.14,21.12,1.14,0.0
188,2012-10-07,11.95,18.64,47.14,21.12,1.14,0.0
189,2012-10-08,11.94,18.65,47.44,20.83,1.14,0.0
190,2012-10-09,11.94,18.65,47.44,20.83,1.14,0.0
191,2012-10-10,11.94,18.65,47.44,20.83,1.14,0.0
192,2012-10-11,11.94,18.65,47.44,20.83,1.14,0.0
193,2012-10-12,11.94,18.65,47.44,20.83,1.14,0.0
194,2012-10-13,11.94,18.65,47.44,20.83,1.14,0.0
195,2012-10-14,11.94,18.65,47.44,20.83,1.14,0.0
196,2012-10-15,6.64,23.78,47.6,20.83,1.14,0.0
197,2012-10-16,6.64,23.78,47.6,20.83,1.14,0.0
198,2012-10-17,6.64,23.78,47.6,20.83,1.14,0.0
199,2012-10-18,6.64,23.78,47.6,20.83,1.14,0.0
200,2012-10-19,6.64,23.78,47.6,20.83,1.14,0.0
201,2012-10-20,6.64,23.78,47.6,20.83,1.14,0.0
202,2012-10-21,6.64,23.78,47.6,20.83,1.14,0.0
203,2012-10-22,6.64,24.89,49.38,17.95,1.14,0.0
204,2012-10-23,6.64,24.89,49.38,17.95,1.14,0.0
205,2012-10-24,6.64,24.89,49.38,17.95,1.14,0.0
206,2012-10-25,6.64,24.89,49.38,17.95,1.14,0.0
207,2012-10-26,6.64,24.89,49.38,17.95,1.14,0.0
208,2012-10-27,6.64,24.89,49.38,17.95,1.14,0.0
209,2012-10-28,6.64,24.89,49.38,17.95,1.14,0.0
210,2012-10-29,6.75,24.76,49.38,17.95,1.14,0.0
211,2012-10-30,6.75,24.76,49.38,17.95,1.14,0.0
212,2012-10-31,6.75,24.76,49.38,17.95,1.14,0.0
213,2012-11-01,6.75,24.76,49.38,17.95,1.14,0.0
214,2012-11-02,6.75,24.76,49.38,17.95,1.14,0.0
215,2012-11-03,6.75,24.76,49.38,17.95,1.14,0.0
216,2012-11-04,6.75,24.76,49.38,17.95,1.14,0.0
217,2012-11-05,6.73,24.79,49.38,17.95,1.14,0.0
218,2012-11-06,6.73,24.79,49.38,17.95,1.14,0.0
219,2012-11-07,6.73,24.79,49.38,17.95,1.14,0.0
220,2012-11-08,6.73,24.79,49.38,17.95,1.14,0.0
221,2012-11-09,6.73,24.79,49.38,17.95,1.14,0.0
222,2012-11-10,6.73,24.79,49.38,17.95,1.14,0.0
223,2012-11-11,6.73,24.79,49.38,17.95,1.14,0.0
224,2012-11-12,7.19,25.06,48.65,17.95,1.14,0.0
225,2012-11-13,7.19,25.06,48.65,17.95,1.14,0.0
226,2012-11-14,7.19,25.06,48.65,17.95,1.14,0.0
227,2012-11-15,7.19,25.06,48.65,17.95,1.14,0.0
228,2012-11-16,7.19,25.06,48.65,17.95,1.14,0.0
229,2012-11-17,7.19,25.06,48.65,17.95,1.14,0.0
230,2012-11-18,7.19,25.06,48.65,17.95,1.14,0.0
231,2012-11-19,7.19,26.44,47.27,17.95,1.14,0.0
232,2012-11-20,7.19,26.44,47.27,17.95,1.14,0.0
233,2012-11-21,7.19,26.44,47.27,17.95,1.14,0.0
234,2012-11-22,7.19,26.44,47.27,17.95,1.14,0.0
235,2012-11-23,7.19,26.44,47.27,17.95,1.14,0.0
236,2012-11-24,7.19,26.44,47.27,17.95,1.14,0.0
237,2012-11-25,7.19,26.44,47.27,17.95,1.14,0.0
238,2012-11-26,4.82,27.51,46.06,20.47,1.14,0.0
239,2012-11-27,4.82,27.51,46.06,20.47,1.14,0.0
240,2012-11-28,4.82,27.51,46.06,20.47,1.14,0.0
241,2012-11-29,4.82,27.51,46.06,20.47,1.14,0.0
242,2012-11-30,4.82,27.51,46.06,20.47,1.14,0.0
243,2012-12-01,4.82,27.51,46.06,20.47,1.14,0.0
244,2012-12-02,4.82,27.51,46.06,20.47,1.14,0.0
245,2012-12-03,6.77,22.76,42.31,27.02,1.14,0.0
246,2012-12-04,6.77,22.76,42.31,27.02,1.14,0.0
247,2012-12-05,6.77,22.76,42.31,27.02,1.14,0.0
248,2012-12-06,6.77,22.76,42.31,27.02,1.14,0.0
249,2012-12-07,6.77,22.76,42.31,27.02,1.14,0.0
250,2012-12-08,6.77,22.76,42.31,27.02,1.14,0.0
251,2012-12-09,6.77,22.76,42.31,27.02,1.14,0.0
252,2012-12-10,23.15,17.49,32.76,26.54,0.05,0.0
253,2012-12-11,23.15,17.49,32.76,26.54,0.05,0.0
254,2012-12-12,23.15,17.49,32.76,26.54,0.05,0.0
255,2012-12-13,23.15,17.49,32.76,26.54,0.05,0.0
256,2012-12-14,23.15,17.49,32.76,26.54,0.05,0.0
257,2012-12-15,23.15,17.49,32.76,26.54,0.05,0.0
258,2012-12-16,23.15,17.49,32.76,26.54,0.05,0.0
259,2012-12-17,30.94,11.11,31.35,26.54,0.05,0.0
260,2012-12-18,30.94,11.11,31.35,26.54,0.05,0.0
261,2012-12-19,30.94,11.11,31.35,26.54,0.05,0.0
262,2012-12-20,30.94,11.11,31.35,26.54,0.05,0.0
263,2012-12-21,30.94,11.11,31.35,26.54,0.05,0.0
264,2012-12-22,30.94,11.11,31.35,26.54,0.05,0.0
265,2012-12-23,30.94,11.11,31.35,26.54,0.05,0.0
266,2012-12-24,30.94,12.87,30.04,26.1,0.05,0.0
267,2012-12-25,30.94,12.87,30.04,26.1,0.05,0.0
268,2012-12-26,30.94,12.87,30.04,26.1,0.05,0.0
269,2012-12-27,30.94,12.87,30.04,26.1,0.05,0.0
270,2012-12-28,30.94,12.87,30.04,26.1,0.05,0.0
271,2012-12-29,30.94,12.87,30.04,26.1,0.05,0.0
272,2012-12-30,30.94,12.87,30.04,26.1,0.05,0.0
273,2012-12-31,30.94,12.87,30.96,25.17,0.05,0.0
274,2013-01-01,30.94,12.87,30.96,25.17,0.05,0.0
275,2013-01-02,30.94,12.87,30.96,25.17,0.05,0.0
276,2013-01-03,30.94,12.87,30.96,25.17,0.05,0.0
277,2013-01-04,30.94,12.87,30.96,25.17,0.05,0.0
278,2013-01-05,30.94,12.87,30.96,25.17,0.05,0.0
279,2013-01-06,30.94,12.87,30.96,25.17,0.05,0.0
280,2013-01-07,31.75,12.93,32.82,22.5,0.0,0.0
281,2013-01-08,31.75,12.93,32.82,22.5,0.0,0.0
282,2013-01-09,31.75,12.93,32.82,22.5,0.0,0.0
283,2013-01-10,31.75,12.93,32.82,22.5,0.0,0.0
284,2013-01-11,31.75,12.93,32.82,22.5,0.0,0.0
285,2013-01-12,31.75,12.93,32.82,22.5,0.0,0.0
286,2013-01-13,31.75,12.93,32.82,22.5,0.0,0.0
287,2013-01-14,32.42,12.56,33.65,21.37,0.0,0.0
288,2013-01-15,32.42,12.56,33.65,21.37,0.0,0.0
289,2013-01-16,32.42,12.56,33.65,21.37,0.0,0.0
290,2013-01-17,32.42,12.56,33.65,21.37,0.0,0.0
291,2013-01-18,32.42,12.56,33.65,21.37,0.0,0.0
292,2013-01-19,32.42,12.56,33.65,21.37,0.0,0.0
293,2013-01-20,32.42,12.56,33.65,21.37,0.0,0.0
294,2013-01-21,34.2,12.23,32.01,21.57,0.0,0.0
295,2013-01-22,34.2,12.23,32.01,21.57,0.0,0.0
296,2013-01-23,34.2,12.23,32.01,21.57,0.0,0.0
297,2013-01-24,34.2,12.23,32.01,21.57,0.0,0.0
298,2013-01-25,34.2,12.23,32.01,21.57,0.0,0.0
299,2013-01-26,34.2,12.23,32.01,21.57,0.0,0.0
300,2013-01-27,34.2,12.23,32.01,21.57,0.0,0.0
301,2013-01-28,34.2,12.23,32.01,21.57,0.0,0.0
302,2013-01-29,34.2,12.23,32.01,21.57,0.0,0.0
303,2013-01-30,34.2,12.23,32.01,21.57,0.0,0.0
304,2013-01-31,34.2,12.23,32.01,21.57,0.0,0.0
305,2013-02-01,34.2,12.23,32.01,21.57,0.0,0.0
306,2013-02-02,34.2,12.23,32.01,21.57,0.0,0.0
307,2013-02-03,34.2,12.23,32.01,21.57,0.0,0.0
308,2013-02-04,34.2,18.62,25.62,21.57,0.0,0.0
309,2013-02-05,34.2,18.62,25.62,21.57,0.0,0.0
310,2013-02-06,34.2,18.62,25.62,21.57,0.0,0.0
311,2013-02-07,34.2,18.62,25.62,21.57,0.0,0.0
312,2013-02-08,34.2,18.62,25.62,21.57,0.0,0.0
313,2013-02-09,34.2,18.62,25.62,21.57,0.0,0.0
314,2013-02-10,34.2,18.62,25.62,21.57,0.0,0.0
315,2013-02-11,34.2,18.62,25.62,21.57,0.0,0.0
316,2013-02-12,34.2,18.62,25.62,21.57,0.0,0.0
317,2013-02-13,34.2,18.62,25.62,21.57,0.0,0.0
318,2013-02-14,34.2,18.62,25.62,21.57,0.0,0.0
319,2013-02-15,34.2,18.62,25.62,21.57,0.0,0.0
320,2013-02-16,34.2,18.62,25.62,21.57,0.0,0.0
321,2013-02-17,34.2,18.62,25.62,21.57,0.0,0.0
322,2013-02-18,34.53,18.29,23.46,23.72,0.0,0.0
323,2013-02-19,34.53,18.29,23.46,23.72,0.0,0.0
324,2013-02-20,34.53,18.29,23.46,23.72,0.0,0.0
325,2013-02-21,34.53,18.29,23.46,23.72,0.0,0.0
326,2013-02-22,34.53,18.29,23.46,23.72,0.0,0.0
327,2013-02-23,34.53,18.29,23.46,23.72,0.0,0.0
328,2013-02-24,34.53,18.29,23.46,23.72,0.0,0.0
329,2013-02-25,15.45,37.37,23.46,23.72,0.0,0.0
330,2013-02-26,15.45,37.37,23.46,23.72,0.0,0.0
331,2013-02-27,15.45,37.37,23.46,23.72,0.0,0.0
332,2013-02-28,15.45,37.37,23.46,23.72,0.0,0.0
333,2013-03-01,15.45,37.37,23.46,23.72,0.0,0.0
334,2013-03-02,15.45,37.37,23.46,23.72,0.0,0.0
335,2013-03-03,15.45,37.37,23.46,23.72,0.0,0.0
336,2013-03-04,0.02,52.85,20.17,26.96,0.0,0.0
337,2013-03-05,0.02,52.85,20.17,26.96,0.0,0.0
338,2013-03-06,0.02,52.85,20.17,26.96,0.0,0.0
339,2013-03-07,0.02,52.85,20.17,26.96,0.0,0.0
340,2013-03-08,0.02,52.85,20.17,26.96,0.0,0.0
341,2013-03-09,0.02,52.85,20.17,26.96,0.0,0.0
342,2013-03-10,0.02,52.85,20.17,26.96,0.0,0.0
343,2013-03-11,0.03,52.6,20.41,26.96,0.0,0.0
344,2013-03-12,0.03,52.6,20.41,26.96,0.0,0.0
345,2013-03-13,0.03,52.6,20.41,26.96,0.0,0.0
346,2013-03-14,0.03,52.6,20.41,26.96,0.0,0.0
347,2013-03-15,0.03,52.6,20.41,26.96,0.0,0.0
348,2013-03-16,0.03,52.6,20.41,26.96,0.0,0.0
349,2013-03-17,0.03,52.6,20.41,26.96,0.0,0.0
350,2013-03-18,15.63,38.14,22.05,24.19,0.0,0.0
351,2013-03-19,15.63,38.14,22.05,24.19,0.0,0.0
352,2013-03-20,15.63,38.14,22.05,24.19,0.0,0.0
353,2013-03-21,15.63,38.14,22.05,24.19,0.0,0.0
354,2013-03-22,15.63,38.14,22.05,24.19,0.0,0.0
355,2013-03-23,15.63,38.14,22.05,24.19,0.0,0.0
356,2013-03-24,15.63,38.14,22.05,24.19,0.0,0.0
357,2013-03-25,12.85,38.77,24.19,24.19,0.0,0.0
358,2013-03-26,12.85,38.77,24.19,24.19,0.0,0.0
359,2013-03-27,12.85,38.77,24.19,24.19,0.0,0.0
360,2013-03-28,12.85,38.77,24.19,24.19,0.0,0.0
361,2013-03-29,12.85,38.77,24.19,24.19,0.0,0.0
362,2013-03-30,12.85,38.77,24.19,24.19,0.0,0.0
363,2013-03-31,12.85,38.77,24.19,24.19,0.0,0.0
364,2013-04-01,0.0,51.62,24.16,24.22,0.0,0.0
365,2013-04-02,0.0,51.62,24.16,24.22,0.0,0.0
366,2013-04-03,0.0,51.62,24.16,24.22,0.0,0.0
367,2013-04-04,0.0,51.62,24.16,24.22,0.0,0.0
368,2013-04-05,0.0,51.62,24.16,24.22,0.0,0.0
369,2013-04-06,0.0,51.62,24.16,24.22,0.0,0.0
370,2013-04-07,0.0,51.62,24.16,24.22,0.0,0.0
371,2013-04-08,0.0,51.62,24.16,24.22,0.0,0.0
372,2013-04-09,0.0,51.62,24.16,24.22,0.0,0.0
373,2013-04-10,0.0,51.62,24.16,24.22,0.0,0.0
374,2013-04-11,0.0,51.62,24.16,24.22,0.0,0.0
375,2013-04-12,0.0,51.62,24.16,24.22,0.0,0.0
376,2013-04-13,0.0,51.62,24.16,24.22,0.0,0.0
377,2013-04-14,0.0,51.62,24.16,24.22,0.0,0.0
378,2013-04-15,2.84,48.77,25.17,23.22,0.0,0.0
379,2013-04-16,2.84,48.77,25.17,23.22,0.0,0.0
380,2013-04-17,2.84,48.77,25.17,23.22,0.0,0.0
381,2013-04-18,2.84,48.77,25.17,23.22,0.0,0.0
382,2013-04-19,2.84,48.77,25.17,23.22,0.0,0.0
383,2013-04-20,2.84,48.77,25.17,23.22,0.0,0.0
384,2013-04-21,2.84,48.77,25.17,23.22,0.0,0.0
385,2013-04-22,2.84,48.77,25.17,23.22,0.0,0.0
386,2013-04-23,2.84,48.77,25.17,23.22,0.0,0.0
387,2013-04-24,2.84,48.77,25.17,23.22,0.0,0.0
388,2013-04-25,2.84,48.77,25.17,23.22,0.0,0.0
389,2013-04-26,2.84,48.77,25.17,23.22,0.0,0.0
390,2013-04-27,2.84,48.77,25.17,23.22,0.0,0.0
391,2013-04-28,2.84,48.77,25.17,23.22,0.0,0.0
392,2013-04-29,2.84,33.74,33.42,30.0,0.0,0.0
393,2013-04-30,2.84,33.74,33.42,30.0,0.0,0.0
394,2013-05-01,2.84,33.74,33.42,30.0,0.0,0.0
395,2013-05-02,2.84,33.74,33.42,30.0,0.0,0.0
396,2013-05-03,2.84,33.74,33.42,30.0,0.0,0.0
397,2013-05-04,2.84,33.74,33.42,30.0,0.0,0.0
398,2013-05-05,2.84,33.74,33.42,30.0,0.0,0.0
399,2013-05-06,0.0,35.7,31.47,32.82,0.0,0.0
400,2013-05-07,0.0,35.7,31.47,32.82,0.0,0.0
401,2013-05-08,0.0,35.7,31.47,32.82,0.0,0.0
402,2013-05-09,0.0,35.7,31.47,32.82,0.0,0.0
403,2013-05-10,0.0,35.7,31.47,32.82,0.0,0.0
404,2013-05-11,0.0,35.7,31.47,32.82,0.0,0.0
405,2013-05-12,0.0,35.7,31.47,32.82,0.0,0.0
406,2013-05-13,0.0,1.84,51.91,46.25,0.0,0.0
407,2013-05-14,0.0,1.84,51.91,46.25,0.0,0.0
408,2013-05-15,0.0,1.84,51.91,46.25,0.0,0.0
409,2013-05-16,0.0,1.84,51.91,46.25,0.0,0.0
410,2013-05-17,0.0,1.84,51.91,46.25,0.0,0.0
411,2013-05-18,0.0,1.84,51.91,46.25,0.0,0.0
412,2013-05-19,0.0,1.84,51.91,46.25,0.0,0.0
413,2013-05-20,0.0,1.84,51.91,46.25,0.0,0.0
414,2013-05-21,0.0,1.84,51.91,46.25,0.0,0.0
415,2013-05-22,0.0,1.84,51.91,46.25,0.0,0.0
416,2013-05-23,0.0,1.84,51.91,46.25,0.0,0.0
417,2013-05-24,0.0,1.84,51.91,46.25,0.0,0.0
418,2013-05-25,0.0,1.84,51.91,46.25,0.0,0.0
419,2013-05-26,0.0,1.84,51.91,46.25,0.0,0.0
420,2013-05-27,0.0,1.84,51.91,46.25,0.0,0.0
421,2013-05-28,0.0,1.84,51.91,46.25,0.0,0.0
422,2013-05-29,0.0,1.84,51.91,46.25,0.0,0.0
