,Date,None,D0,D1,D2,D3,D4
2372,2018-09-30,12.18,39.85,25.15,17.88,4.94,0.0
2373,2018-10-01,12.18,39.85,25.15,17.88,4.94,0.0
2374,2018-10-02,12.18,39.85,25.15,17.88,4.94,0.0
2375,2018-10-03,12.18,39.85,25.15,17.88,4.94,0.0
2376,2018-10-04,12.18,39.85,25.15,17.88,4.94,0.0
2377,2018-10-05,12.18,39.85,25.15,17.88,4.94,0.0
2378,2018-10-06,12.18,39.85,25.15,17.88,4.94,0.0
2379,2018-10-07,12.18,39.85,25.15,17.88,4.94,0.0
2380,2018-10-08,12.18,39.85,25.15,17.89,4.93,0.0
2381,2018-10-09,12.18,39.85,25.15,17.89,4.93,0.0
2382,2018-10-10,12.18,39.85,25.15,17.89,4.93,0.0
2383,2018-10-11,12.18,39.85,25.15,17.89,4.93,0.0
2384,2018-10-12,12.18,39.85,25.15,17.89,4.93,0.0
2385,2018-10-13,12.18,39.85,25.15,17.89,4.93,0.0
2386,2018-10-14,12.18,39.85,25.15,17.89,4.93,0.0
2387,2018-10-15,15.16,36.9,25.17,17.9,4.87,0.0
2388,2018-10-16,15.16,36.9,25.17,17.9,4.87,0.0
2389,2018-10-17,15.16,36.9,25.17,17.9,4.87,0.0
2390,2018-10-18,15.16,36.9,25.17,17.9,4.87,0.0
2391,2018-10-19,15.16,36.9,25.17,17.9,4.87,0.0
2392,2018-10-20,15.16,36.9,25.17,17.9,4.87,0.0
2393,2018-10-21,15.16,36.9,25.17,17.9,4.87,0.0
2394,2018-10-22,15.16,36.9,25.17,19.9,2.87,0.0
2395,2018-10-23,15.16,36.9,25.17,19.9,2.87,0.0
2396,2018-10-24,15.16,36.9,25.17,19.9,2.87,0.0
2397,2018-10-25,15.16,36.9,25.17,19.9,2.87,0.0
2398,2018-10-26,15.16,36.9,25.17,19.9,2.87,0.0
2399,2018-10-27,15.16,36.9,25.17,19.9,2.87,0.0
2400,2018-10-28,15.16,36.9,25.17,19.9,2.87,0.0
2401,2018-10-29,15.16,36.9,28.64,16.57,2.73,0.0
2402,2018-10-30,15.16,36.9,28.64,16.57,2.73,0.0
2403,2018-10-31,15.16,36.9,28.64,16.57,2.73,0.0
2404,2018-11-01,15.16,36.9,28.64,16.57,2.73,0.0
2405,2018-11-02,15.16,36.9,28.64,16.57,2.73,0.0
2406,2018-11-03,15.16,36.9,28.64,16.57,2.73,0.0
2407,2018-11-04,15.16,36.9,28.64,16.57,2.73,0.0
2408,2018-11-05,15.16,36.9,28.64,16.57,2.73,0.0
2409,2018-11-06,15.16,36.9,28.64,16.57,2.73,0.0
2410,2018-11-07,15.16,36.9,28.64,16.57,2.73,0.0
2411,2018-11-08,15.16,36.9,28.64,16.57,2.73,0.0
2412,2018-11-09,15.16,36.9,28.64,16.57,2.73,0.0
2413,2018-11-10,15.16,36.9,28.64,16.57,2.73,0.0
2414,2018-11-11,15.16,36.9,28.64,16.57,2.73,0.0
2415,2018-11-12,0.0,48.08,33.56,15.97,2.39,0.0
2416,2018-11-13,0.0,48.08,33.56,15.97,2.39,0.0
2417,2018-11-14,0.0,48.08,33.56,15.97,2.39,0.0
2418,2018-11-15,0.0,48.08,33.56,15.97,2.39,0.0
2419,2018-11-16,0.0,48.08,33.56,15.97,2.39,0.0
2420,2018-11-17,0.0,48.08,33.56,15.97,2.39,0.0
2421,2018-11-18,0.0,48.08,33.56,15.97,2.39,0.0
2422,2018-11-19,0.0,46.8,34.84,15.97,2.39,0.0
2423,2018-11-20,0.0,46.8,34.84,15.97,2.39,0.0
2424,2018-11-21,0.0,46.8,34.84,15.97,2.39,0.0
2425,2018-11-22,0.0,46.8,34.84,15.97,2.39,0.0
2426,2018-11-23,0.0,46.8,34.84,15.97,2.39,0.0
2427,2018-11-24,0.0,46.8,34.84,15.97,2.39,0.0
2428,2018-11-25,0.0,46.8,34.84,15.97,2.39,0.0
2429,2018-11-26,0.0,22.38,59.26,14.58,3.78,0.0
2430,2018-11-27,0.0,22.38,59.26,14.58,3.78,0.0
2431,2018-11-28,0.0,22.38,59.26,14.58,3.78,0.0
2432,2018-11-29,0.0,22.38,59.26,14.58,3.78,0.0
2433,2018-11-30,0.0,22.38,59.26,14.58,3.78,0.0
2434,2018-12-01,0.0,22.38,59.26,14.58,3.78,0.0
2435,2018-12-02,0.0,22.38,59.26,14.58,3.78,0.0
2436,2018-12-03,0.0,16.34,65.32,14.55,3.78,0.0
2437,2018-12-04,0.0,16.34,65.32,14.55,3.78,0.0
2438,2018-12-05,0.0,16.34,65.32,14.55,3.78,0.0
2439,2018-12-06,0.0,16.34,65.32,14.55,3.78,0.0
2440,2018-12-07,0.0,16.34,65.32,14.55,3.78,0.0
2441,2018-12-08,0.0,16.34,65.32,14.55,3.78,0.0
2442,2018-12-09,0.0,16.34,65.32,14.55,3.78,0.0
2443,2018-12-10,7.77,12.54,61.36,14.55,3.78,0.0
2444,2018-12-11,7.77,12.54,61.36,14.55,3.78,0.0
2445,2018-12-12,7.77,12.54,61.36,14.55,3.78,0.0
2446,2018-12-13,7.77,12.54,61.36,14.55,3.78,0.0
2447,2018-12-14,7.77,12.54,61.36,14.55,3.78,0.0
2448,2018-12-15,7.77,12.54,61.36,14.55,3.78,0.0
2449,2018-12-16,7.77,12.54,61.36,14.55,3.78,0.0
2450,2018-12-17,7.77,17.06,58.29,14.77,2.1,0.0
2451,2018-12-18,7.77,17.06,58.29,14.77,2.1,0.0
2452,2018-12-19,7.77,17.06,58.29,14.77,2.1,0.0
2453,2018-12-20,7.77,17.06,58.29,14.77,2.1,0.0
2454,2018-12-21,7.77,17.06,58.29,14.77,2.1,0.0
2455,2018-12-22,7.77,17.06,58.29,14.77,2.1,0.0
2456,2018-12-23,7.77,17.06,58.29,14.77,2.1,0.0
2457,2018-12-24,7.77,17.06,58.29,14.77,2.1,0.0
2458,2018-12-25,7.77,17.06,58.29,14.77,2.1,0.0
2459,2018-12-26,7.77,17.06,58.29,14.77,2.1,0.0
2460,2018-12-27,7.77,17.06,58.29,14.77,2.1,0.0
2461,2018-12-28,7.77,17.06,58.29,14.77,2.1,0.0
2462,2018-12-29,7.77,17.06,58.29,14.77,2.1,0.0
2463,2018-12-30,7.77,17.06,58.29,14.77,2.1,0.0
2464,2018-12-31,7.77,17.06,58.92,14.14,2.1,0.0
2465,2019-01-01,7.77,17.06,58.92,14.14,2.1,0.0
2466,2019-01-02,7.77,17.06,58.92,14.14,2.1,0.0
2467,2019-01-03,7.77,17.06,58.92,14.14,2.1,0.0
2468,2019-01-04,7.77,17.06,58.92,14.14,2.1,0.0
2469,2019-01-05,7.77,17.06,58.92,14.14,2.1,0.0
2470,2019-01-06,7.77,17.06,58.92,14.14,2.1,0.0
2471,2019-01-07,7.77,17.06,61.05,12.01,2.1,0.0
2472,2019-01-08,7.77,17.06,61.05,12.01,2.1,0.0
2473,2019-01-09,7.77,17.06,61.05,12.01,2.1,0.0
2474,2019-01-10,7.77,17.06,61.05,12.01,2.1,0.0
2475,2019-01-11,7.77,17.06,61.05,12.01,2.1,0.0
2476,2019-01-12,7.77,17.06,61.05,12.01,2.1,0.0
2477,2019-01-13,7.77,17.06,61.05,12.01,2.1,0.0
2478,2019-01-14,7.77,17.06,61.05,12.57,1.55,0.0
2479,2019-01-15,7.77,17.06,61.05,12.57,1.55,0.0
2480,2019-01-16,7.77,17.06,61.05,12.57,1.55,0.0
2481,2019-01-17,7.77,17.06,61.05,12.57,1.55,0.0
2482,2019-01-18,7.77,17.06,61.05,12.57,1.55,0.0
2483,2019-01-19,7.77,17.06,61.05,12.57,1.55,0.0
2484,2019-01-20,7.77,17.06,61.05,12.57,1.55,0.0
2485,2019-01-21,7.77,17.06,69.62,4.83,0.71,0.0
2486,2019-01-22,7.77,17.06,69.62,4.83,0.71,0.0
2487,2019-01-23,7.77,17.06,69.62,4.83,0.71,0.0
2488,2019-01-24,7.77,17.06,69.62,4.83,0.71,0.0
2489,2019-01-25,7.77,17.06,69.62,4.83,0.71,0.0
2490,2019-01-26,7.77,17.06,69.62,4.83,0.71,0.0
2491,2019-01-27,7.77,17.06,69.62,4.83,0.71,0.0
2492,2019-01-28,7.77,20.0,68.79,2.73,0.71,0.0
2493,2019-01-29,7.77,20.0,68.79,2.73,0.71,0.0
2494,2019-01-30,7.77,20.0,68.79,2.73,0.71,0.0
2495,2019-01-31,7.77,20.0,68.79,2.73,0.71,0.0
2496,2019-02-01,7.77,20.0,68.79,2.73,0.71,0.0
2497,2019-02-02,7.77,20.0,68.79,2.73,0.71,0.0
2498,2019-02-03,7.77,20.0,68.79,2.73,0.71,0.0
2499,2019-02-04,23.93,52.41,21.77,1.89,0.0,0.0
2500,2019-02-05,23.93,52.41,21.77,1.89,0.0,0.0
2501,2019-02-06,23.93,52.41,21.77,1.89,0.0,0.0
2502,2019-02-07,23.93,52.41,21.77,1.89,0.0,0.0
2503,2019-02-08,23.93,52.41,21.77,1.89,0.0,0.0
2504,2019-02-09,23.93,52.41,21.77,1.89,0.0,0.0
2505,2019-02-10,23.93,52.41,21.77,1.89,0.0,0.0
2506,2019-02-11,34.37,55.08,8.67,1.89,0.0,0.0
2507,2019-02-12,34.37,55.08,8.67,1.89,0.0,0.0
2508,2019-02-13,34.37,55.08,8.67,1.89,0.0,0.0
2509,2019-02-14,34.37,55.08,8.67,1.89,0.0,0.0
2510,2019-02-15,34.37,55.08,8.67,1.89,0.0,0.0
2511,2019-02-16,34.37,55.08,8.67,1.89,0.0,0.0
2512,2019-02-17,34.37,55.08,8.67,1.89,0.0,0.0
2513,2019-02-18,36.77,52.68,8.92,1.63,0.0,0.0
2514,2019-02-19,36.77,52.68,8.92,1.63,0.0,0.0
2515,2019-02-20,36.77,52.68,8.92,1.63,0.0,0.0
2516,2019-02-21,36.77,52.68,8.92,1.63,0.0,0.0
2517,2019-02-22,36.77,52.68,8.92,1.63,0.0,0.0
2518,2019-02-23,36.77,52.68,8.92,1.63,0.0,0.0
2519,2019-02-24,36.77,52.68,8.92,1.63,0.0,0.0
2520,2019-02-25,67.07,29.16,2.4,1.36,0.0,0.0
2521,2019-02-26,67.07,29.16,2.4,1.36,0.0,0.0
2522,2019-02-27,67.07,29.16,2.4,1.36,0.0,0.0
2523,2019-02-28,67.07,29.16,2.4,1.36,0.0,0.0
2524,2019-03-01,67.07,29.16,2.4,1.36,0.0,0.0
2525,2019-03-02,67.07,29.16,2.4,1.36,0.0,0.0
2526,2019-03-03,67.07,29.16,2.4,1.36,0.0,0.0
2527,2019-03-04,87.17,10.5,2.33,0.0,0.0,0.0
2528,2019-03-05,87.17,10.5,2.33,0.0,0.0,0.0
2529,2019-03-06,87.17,10.5,2.33,0.0,0.0,0.0
2530,2019-03-07,87.17,10.5,2.33,0.0,0.0,0.0
2531,2019-03-08,87.17,10.5,2.33,0.0,0.0,0.0
2532,2019-03-09,87.17,10.5,2.33,0.0,0.0,0.0
2533,2019-03-10,87.17,10.5,2.33,0.0,0.0,0.0
2534,2019-03-11,89.84,9.56,0.6,0.0,0.0,0.0
2535,2019-03-12,89.84,9.56,0.6,0.0,0.0,0.0
2536,2019-03-13,89.84,9.56,0.6,0.0,0.0,0.0
2537,2019-03-14,89.84,9.56,0.6,0.0,0.0,0.0
2538,2019-03-15,89.84,9.56,0.6,0.0,0.0,0.0
2539,2019-03-16,89.84,9.56,0.6,0.0,0.0,0.0
2540,2019-03-17,89.84,9.56,0.6,0.0,0.0,0.0
2541,2019-03-18,93.42,6.58,0.0,0.0,0.0,0.0
2542,2019-03-19,93.42,6.58,0.0,0.0,0.0,0.0
2543,2019-03-20,93.42,6.58,0.0,0.0,0.0,0.0
2544,2019-03-21,93.42,6.58,0.0,0.0,0.0,0.0
2545,2019-03-22,93.42,6.58,0.0,0.0,0.0,0.0
2546,2019-03-23,93.42,6.58,0.0,0.0,0.0,0.0
2547,2019-03-24,93.42,6.58,0.0,0.0,0.0,0.0
2548,2019-03-25,93.42,6.58,0.0,0.0,0.0,0.0
2549,2019-03-26,93.42,6.58,0.0,0.0,0.0,0.0
2550,2019-03-27,93.42,6.58,0.0,0.0,0.0,0.0
2551,2019-03-28,93.42,6.58,0.0,0.0,0.0,0.0
2552,2019-03-29,93.42,6.58,0.0,0.0,0.0,0.0
2553,2019-03-30,93.42,6.58,0.0,0.0,0.0,0.0
2554,2019-03-31,93.42,6.58,0.0,0.0,0.0,0.0
2555,2019-04-01,93.42,6.58,0.0,0.0,0.0,0.0
2556,2019-04-02,93.42,6.58,0.0,0.0,0.0,0.0
2557,2019-04-03,93.42,6.58,0.0,0.0,0.0,0.0
2558,2019-04-04,93.42,6.58,0.0,0.0,0.0,0.0
2559,2019-04-05,93.42,6.58,0.0,0.0,0.0,0.0
2560,2019-04-06,93.42,6.58,0.0,0.0,0.0,0.0
2561,2019-04-07,93.42,6.58,0.0,0.0,0.0,0.0
2562,2019-04-08,93.42,6.58,0.0,0.0,0.0,0.0
2563,2019-04-09,93.42,6.58,0.0,0.0,0.0,0.0
2564,2019-04-10,93.42,6.58,0.0,0.0,0.0,0.0
2565,2019-04-11,93.42,6.58,0.0,0.0,0.0,0.0
2566,2019-04-12,93.42,6.58,0.0,0.0,0.0,0.0
2567,2019-04-13,93.42,6.58,0.0,0.0,0.0,0.0
2568,2019-04-14,93.42,6.58,0.0,0.0,0.0,0.0
2569,2019-04-15,94.03,5.97,0.0,0.0,0.0,0.0
2570,2019-04-16,94.03,5.97,0.0,0.0,0.0,0.0
2571,2019-04-17,94.03,5.97,0.0,0.0,0.0,0.0
2572,2019-04-18,94.03,5.97,0.0,0.0,0.0,0.0
2573,2019-04-19,94.03,5.97,0.0,0.0,0.0,0.0
2574,2019-04-20,94.03,5.97,0.0,0.0,0.0,0.0
2575,2019-04-21,94.03,5.97,0.0,0.0,0.0,0.0
2576,2019-04-22,94.03,5.97,0.0,0.0,0.0,0.0
2577,2019-04-23,94.03,5.97,0.0,0.0,0.0,0.0
2578,2019-04-24,94.03,5.97,0.0,0.0,0.0,0.0
2579,2019-04-25,94.03,5.97,0.0,0.0,0.0,0.0
2580,2019-04-26,94.03,5.97,0.0,0.0,0.0,0.0
2581,2019-04-27,94.03,5.97,0.0,0.0,0.0,0.0
2582,2019-04-28,94.03,5.97,0.0,0.0,0.0,0.0
2583,2019-04-29,94.03,5.97,0.0,0.0,0.0,0.0
2584,2019-04-30,94.03,5.97,0.0,0.0,0.0,0.0
2585,2019-05-01,94.03,5.97,0.0,0.0,0.0,0.0
2586,2019-05-02,94.03,5.97,0.0,0.0,0.0,0.0
2587,2019-05-03,94.03,5.97,0.0,0.0,0.0,0.0
2588,2019-05-04,94.03,5.97,0.0,0.0,0.0,0.0
2589,2019-05-05,94.03,5.97,0.0,0.0,0.0,0.0
2590,2019-05-06,94.03,5.97,0.0,0.0,0.0,0.0
2591,2019-05-07,94.03,5.97,0.0,0.0,0.0,0.0
2592,2019-05-08,94.03,5.97,0.0,0.0,0.0,0.0
2593,2019-05-09,94.03,5.97,0.0,0.0,0.0,0.0
2594,2019-05-10,94.03,5.97,0.0,0.0,0.0,0.0
2595,2019-05-11,94.03,5.97,0.0,0.0,0.0,0.0
2596,2019-05-12,94.03,5.97,0.0,0.0,0.0,0.0
2597,2019-05-13,94.03,5.97,0.0,0.0,0.0,0.0
2598,2019-05-14,94.03,5.97,0.0,0.0,0.0,0.0
2599,2019-05-15,94.03,5.97,0.0,0.0,0.0,0.0
2600,2019-05-16,94.03,5.97,0.0,0.0,0.0,0.0
2601,2019-05-17,94.03,5.97,0.0,0.0,0.0,0.0
2602,2019-05-18,94.03,5.97,0.0,0.0,0.0,0.0
2603,2019-05-19,94.03,5.97,0.0,0.0,0.0,0.0
2604,2019-05-20,94.03,5.97,0.0,0.0,0.0,0.0
2605,2019-05-21,94.03,5.97,0.0,0.0,0.0,0.0
2606,2019-05-22,94.03,5.97,0.0,0.0,0.0,0.0
2607,2019-05-23,94.03,5.97,0.0,0.0,0.0,0.0
2608,2019-05-24,94.03,5.97,0.0,0.0,0.0,0.0
2609,2019-05-25,94.03,5.97,0.0,0.0,0.0,0.0
2610,2019-05-26,94.03,5.97,0.0,0.0,0.0,0.0
2611,2019-05-27,94.03,5.97,0.0,0.0,0.0,0.0
2612,2019-05-28,94.03,5.97,0.0,0.0,0.0,0.0
2613,2019-05-29,94.03,5.97,0.0,0.0,0.0,0.0
2614,2019-05-30,94.03,5.97,0.0,0.0,0.0,0.0
2615,2019-05-31,94.03,5.97,0.0,0.0,0.0,0.0
2616,2019-06-01,94.03,5.97,0.0,0.0,0.0,0.0
2617,2019-06-02,94.03,5.97,0.0,0.0,0.0,0.0
2618,2019-06-03,94.03,5.97,0.0,0.0,0.0,0.0
