,Unnamed: 0,Date,None,D0,D1,D2,D3,D4,Drought_intensity
669,669,2014-01-31,1.43,4.39,4.27,27.21,62.71,0.0,69.08
670,670,2014-02-01,1.43,4.39,4.27,27.21,62.71,0.0,69.08
671,671,2014-02-02,1.43,4.39,4.27,27.21,62.71,0.0,69.08
672,672,2014-02-03,1.43,4.39,4.27,22.78,58.36,8.77,71.71200000000002
673,673,2014-02-04,1.43,4.39,4.27,22.78,58.36,8.77,71.71200000000002
674,674,2014-02-05,1.43,4.39,4.27,22.78,58.36,8.77,71.71200000000002
675,675,2014-02-06,1.43,4.39,4.27,22.78,58.36,8.77,71.71200000000002
676,676,2014-02-07,1.43,4.39,4.27,22.78,58.36,8.77,71.71200000000002
677,677,2014-02-08,1.43,4.39,4.27,22.78,58.36,8.77,71.71200000000002
678,678,2014-02-09,1.43,4.39,4.27,22.78,58.36,8.77,71.71200000000002
679,679,2014-02-10,1.43,4.39,4.27,22.78,57.32,9.81,71.92
680,680,2014-02-11,1.43,4.39,4.27,22.78,57.32,9.81,71.92
681,681,2014-02-12,1.43,4.39,4.27,22.78,57.32,9.81,71.92
682,682,2014-02-13,1.43,4.39,4.27,22.78,57.32,9.81,71.92
683,683,2014-02-14,1.43,4.39,4.27,22.78,57.32,9.81,71.92
684,684,2014-02-15,1.43,4.39,4.27,22.78,57.32,9.81,71.92
685,685,2014-02-16,1.43,4.39,4.27,22.78,57.32,9.81,71.92
686,686,2014-02-17,1.43,4.03,2.95,30.65,51.13,9.81,71.09
687,687,2014-02-18,1.43,4.03,2.95,30.65,51.13,9.81,71.09
688,688,2014-02-19,1.43,4.03,2.95,30.65,51.13,9.81,71.09
689,689,2014-02-20,1.43,4.03,2.95,30.65,51.13,9.81,71.09
690,690,2014-02-21,1.43,4.03,2.95,30.65,51.13,9.81,71.09
691,691,2014-02-22,1.43,4.03,2.95,30.65,51.13,9.81,71.09
692,692,2014-02-23,1.43,4.03,2.95,30.65,51.13,9.81,71.09
693,693,2014-02-24,0.0,5.45,3.72,22.52,53.68,14.62,73.654
694,694,2014-02-25,0.0,5.45,3.72,22.52,53.68,14.62,73.654
695,695,2014-02-26,0.0,5.45,3.72,22.52,53.68,14.62,73.654
696,696,2014-02-27,0.0,5.45,3.72,22.52,53.68,14.62,73.654
697,697,2014-02-28,0.0,5.45,3.72,22.52,53.68,14.62,73.654
698,698,2014-03-01,0.0,5.45,3.72,22.52,53.68,14.62,73.654
699,699,2014-03-02,0.0,5.45,3.72,22.52,53.68,14.62,73.654
700,700,2014-03-03,0.0,5.44,3.73,16.99,47.62,26.21,77.08
701,701,2014-03-04,0.0,5.44,3.73,16.99,47.62,26.21,77.08
702,702,2014-03-05,0.0,5.44,3.73,16.99,47.62,26.21,77.08
703,703,2014-03-06,0.0,5.44,3.73,16.99,47.62,26.21,77.08
704,704,2014-03-07,0.0,5.44,3.73,16.99,47.62,26.21,77.08
705,705,2014-03-08,0.0,5.44,3.73,16.99,47.62,26.21,77.08
706,706,2014-03-09,0.0,5.44,3.73,16.99,47.62,26.21,77.08
707,707,2014-03-10,0.0,5.44,3.73,24.93,43.53,22.37,74.732
708,708,2014-03-11,0.0,5.44,3.73,24.93,43.53,22.37,74.732
709,709,2014-03-12,0.0,5.44,3.73,24.93,43.53,22.37,74.732
710,710,2014-03-13,0.0,5.44,3.73,24.93,43.53,22.37,74.732
711,711,2014-03-14,0.0,5.44,3.73,24.93,43.53,22.37,74.732
712,712,2014-03-15,0.0,5.44,3.73,24.93,43.53,22.37,74.732
713,713,2014-03-16,0.0,5.44,3.73,24.93,43.53,22.37,74.732
714,714,2014-03-17,0.01,5.44,3.75,24.91,43.53,22.37,74.72800000000001
715,715,2014-03-18,0.01,5.44,3.75,24.91,43.53,22.37,74.72800000000001
716,716,2014-03-19,0.01,5.44,3.75,24.91,43.53,22.37,74.72800000000001
717,717,2014-03-20,0.01,5.44,3.75,24.91,43.53,22.37,74.72800000000001
718,718,2014-03-21,0.01,5.44,3.75,24.91,43.53,22.37,74.72800000000001
719,719,2014-03-22,0.01,5.44,3.75,24.91,43.53,22.37,74.72800000000001
720,720,2014-03-23,0.01,5.44,3.75,24.91,43.53,22.37,74.72800000000001
721,721,2014-03-24,0.01,0.2,6.72,21.3,49.41,22.37,77.406
722,722,2014-03-25,0.01,0.2,6.72,21.3,49.41,22.37,77.406
723,723,2014-03-26,0.01,0.2,6.72,21.3,49.41,22.37,77.406
724,724,2014-03-27,0.01,0.2,6.72,21.3,49.41,22.37,77.406
725,725,2014-03-28,0.01,0.2,6.72,21.3,49.41,22.37,77.406
726,726,2014-03-29,0.01,0.2,6.72,21.3,49.41,22.37,77.406
727,727,2014-03-30,0.01,0.2,6.72,21.3,49.41,22.37,77.406
728,728,2014-03-31,0.0,0.2,4.59,23.43,48.36,23.42,78.042
729,729,2014-04-01,0.0,0.2,4.59,23.43,48.36,23.42,78.042
730,730,2014-04-02,0.0,0.2,4.59,23.43,48.36,23.42,78.042
731,731,2014-04-03,0.0,0.2,4.59,23.43,48.36,23.42,78.042
732,732,2014-04-04,0.0,0.2,4.59,23.43,48.36,23.42,78.042
733,733,2014-04-05,0.0,0.2,4.59,23.43,48.36,23.42,78.042
734,734,2014-04-06,0.0,0.2,4.59,23.43,48.36,23.42,78.042
735,735,2014-04-07,0.0,0.19,4.6,26.45,45.28,23.49,77.462
736,736,2014-04-08,0.0,0.19,4.6,26.45,45.28,23.49,77.462
737,737,2014-04-09,0.0,0.19,4.6,26.45,45.28,23.49,77.462
738,738,2014-04-10,0.0,0.19,4.6,26.45,45.28,23.49,77.462
739,739,2014-04-11,0.0,0.19,4.6,26.45,45.28,23.49,77.462
740,740,2014-04-12,0.0,0.19,4.6,26.45,45.28,23.49,77.462
741,741,2014-04-13,0.0,0.19,4.6,26.45,45.28,23.49,77.462
742,742,2014-04-14,0.0,0.19,4.6,26.45,45.28,23.49,77.462
743,743,2014-04-15,0.0,0.19,4.6,26.45,45.28,23.49,77.462
744,744,2014-04-16,0.0,0.19,4.6,26.45,45.28,23.49,77.462
745,745,2014-04-17,0.0,0.19,4.6,26.45,45.28,23.49,77.462
746,746,2014-04-18,0.0,0.19,4.6,26.45,45.28,23.49,77.462
747,747,2014-04-19,0.0,0.19,4.6,26.45,45.28,23.49,77.462
748,748,2014-04-20,0.0,0.19,4.6,26.45,45.28,23.49,77.462
749,749,2014-04-21,0.0,0.2,4.59,26.45,45.28,23.49,77.46000000000001
750,750,2014-04-22,0.0,0.2,4.59,26.45,45.28,23.49,77.46000000000001
751,751,2014-04-23,0.0,0.2,4.59,26.45,45.28,23.49,77.46000000000001
752,752,2014-04-24,0.0,0.2,4.59,26.45,45.28,23.49,77.46000000000001
753,753,2014-04-25,0.0,0.2,4.59,26.45,45.28,23.49,77.46000000000001
754,754,2014-04-26,0.0,0.2,4.59,26.45,45.28,23.49,77.46000000000001
755,755,2014-04-27,0.0,0.2,4.59,26.45,45.28,23.49,77.46000000000001
756,756,2014-04-28,0.0,0.0,3.99,19.32,51.92,24.77,79.494
757,757,2014-04-29,0.0,0.0,3.99,19.32,51.92,24.77,79.494
758,758,2014-04-30,0.0,0.0,3.99,19.32,51.92,24.77,79.494
759,759,2014-05-01,0.0,0.0,3.99,19.32,51.92,24.77,79.494
760,760,2014-05-02,0.0,0.0,3.99,19.32,51.92,24.77,79.494
761,761,2014-05-03,0.0,0.0,3.99,19.32,51.92,24.77,79.494
762,762,2014-05-04,0.0,0.0,3.99,19.32,51.92,24.77,79.494
763,763,2014-05-05,0.0,0.0,3.99,19.32,51.92,24.77,79.494
764,764,2014-05-06,0.0,0.0,3.99,19.32,51.92,24.77,79.494
765,765,2014-05-07,0.0,0.0,3.99,19.32,51.92,24.77,79.494
766,766,2014-05-08,0.0,0.0,3.99,19.32,51.92,24.77,79.494
767,767,2014-05-09,0.0,0.0,3.99,19.32,51.92,24.77,79.494
768,768,2014-05-10,0.0,0.0,3.99,19.32,51.92,24.77,79.494
769,769,2014-05-11,0.0,0.0,3.99,19.32,51.92,24.77,79.494
770,770,2014-05-12,0.0,0.0,4.07,19.25,51.92,24.77,79.484
771,771,2014-05-13,0.0,0.0,4.07,19.25,51.92,24.77,79.484
772,772,2014-05-14,0.0,0.0,4.07,19.25,51.92,24.77,79.484
773,773,2014-05-15,0.0,0.0,4.07,19.25,51.92,24.77,79.484
774,774,2014-05-16,0.0,0.0,4.07,19.25,51.92,24.77,79.484
775,775,2014-05-17,0.0,0.0,4.07,19.25,51.92,24.77,79.484
776,776,2014-05-18,0.0,0.0,4.07,19.25,51.92,24.77,79.484
777,777,2014-05-19,0.0,0.0,0.0,23.31,51.92,24.77,80.292
778,778,2014-05-20,0.0,0.0,0.0,23.31,51.92,24.77,80.292
779,779,2014-05-21,0.0,0.0,0.0,23.31,51.92,24.77,80.292
780,780,2014-05-22,0.0,0.0,0.0,23.31,51.92,24.77,80.292
781,781,2014-05-23,0.0,0.0,0.0,23.31,51.92,24.77,80.292
782,782,2014-05-24,0.0,0.0,0.0,23.31,51.92,24.77,80.292
783,783,2014-05-25,0.0,0.0,0.0,23.31,51.92,24.77,80.292
784,784,2014-05-26,0.0,0.0,0.0,23.31,51.92,24.77,80.292
785,785,2014-05-27,0.0,0.0,0.0,23.31,51.92,24.77,80.292
786,786,2014-05-28,0.0,0.0,0.0,23.31,51.92,24.77,80.292
787,787,2014-05-29,0.0,0.0,0.0,23.31,51.92,24.77,80.292
788,788,2014-05-30,0.0,0.0,0.0,23.31,51.92,24.77,80.292
789,789,2014-05-31,0.0,0.0,0.0,23.31,51.92,24.77,80.292
790,790,2014-06-01,0.0,0.0,0.0,23.31,51.92,24.77,80.292
791,791,2014-06-02,0.0,0.0,0.0,23.31,51.92,24.77,80.292
792,792,2014-06-03,0.0,0.0,0.0,23.31,51.92,24.77,80.292
793,793,2014-06-04,0.0,0.0,0.0,23.31,51.92,24.77,80.292
794,794,2014-06-05,0.0,0.0,0.0,23.31,51.92,24.77,80.292
795,795,2014-06-06,0.0,0.0,0.0,23.31,51.92,24.77,80.292
796,796,2014-06-07,0.0,0.0,0.0,23.31,51.92,24.77,80.292
797,797,2014-06-08,0.0,0.0,0.0,23.31,51.92,24.77,80.292
798,798,2014-06-09,0.0,0.0,0.0,23.31,51.92,24.77,80.292
799,799,2014-06-10,0.0,0.0,0.0,23.31,51.92,24.77,80.292
800,800,2014-06-11,0.0,0.0,0.0,23.31,51.92,24.77,80.292
801,801,2014-06-12,0.0,0.0,0.0,23.31,51.92,24.77,80.292
802,802,2014-06-13,0.0,0.0,0.0,23.31,51.92,24.77,80.292
803,803,2014-06-14,0.0,0.0,0.0,23.31,51.92,24.77,80.292
804,804,2014-06-15,0.0,0.0,0.0,23.31,51.92,24.77,80.292
805,805,2014-06-16,0.0,0.0,0.0,23.31,51.92,24.77,80.292
806,806,2014-06-17,0.0,0.0,0.0,23.31,51.92,24.77,80.292
807,807,2014-06-18,0.0,0.0,0.0,23.31,51.92,24.77,80.292
808,808,2014-06-19,0.0,0.0,0.0,23.31,51.92,24.77,80.292
809,809,2014-06-20,0.0,0.0,0.0,23.31,51.92,24.77,80.292
810,810,2014-06-21,0.0,0.0,0.0,23.31,51.92,24.77,80.292
811,811,2014-06-22,0.0,0.0,0.0,23.31,51.92,24.77,80.292
812,812,2014-06-23,0.0,0.0,0.0,23.31,43.7,32.98,81.926
813,813,2014-06-24,0.0,0.0,0.0,23.31,43.7,32.98,81.926
814,814,2014-06-25,0.0,0.0,0.0,23.31,43.7,32.98,81.926
815,815,2014-06-26,0.0,0.0,0.0,23.31,43.7,32.98,81.926
816,816,2014-06-27,0.0,0.0,0.0,23.31,43.7,32.98,81.926
817,817,2014-06-28,0.0,0.0,0.0,23.31,43.7,32.98,81.926
818,818,2014-06-29,0.0,0.0,0.0,23.31,43.7,32.98,81.926
819,819,2014-06-30,0.0,0.0,0.0,23.31,43.7,32.98,81.926
820,820,2014-07-01,0.0,0.0,0.0,23.31,43.7,32.98,81.926
821,821,2014-07-02,0.0,0.0,0.0,23.31,43.7,32.98,81.926
822,822,2014-07-03,0.0,0.0,0.0,23.31,43.7,32.98,81.926
823,823,2014-07-04,0.0,0.0,0.0,23.31,43.7,32.98,81.926
824,824,2014-07-05,0.0,0.0,0.0,23.31,43.7,32.98,81.926
825,825,2014-07-06,0.0,0.0,0.0,23.31,43.7,32.98,81.926
826,826,2014-07-07,0.0,0.0,0.0,21.03,42.51,36.46,83.086
827,827,2014-07-08,0.0,0.0,0.0,21.03,42.51,36.46,83.086
828,828,2014-07-09,0.0,0.0,0.0,21.03,42.51,36.46,83.086
829,829,2014-07-10,0.0,0.0,0.0,21.03,42.51,36.46,83.086
830,830,2014-07-11,0.0,0.0,0.0,21.03,42.51,36.46,83.086
831,831,2014-07-12,0.0,0.0,0.0,21.03,42.51,36.46,83.086
832,832,2014-07-13,0.0,0.0,0.0,21.03,42.51,36.46,83.086
833,833,2014-07-14,0.0,0.0,0.0,21.03,42.51,36.46,83.086
834,834,2014-07-15,0.0,0.0,0.0,21.03,42.51,36.46,83.086
835,835,2014-07-16,0.0,0.0,0.0,21.03,42.51,36.46,83.086
836,836,2014-07-17,0.0,0.0,0.0,21.03,42.51,36.46,83.086
837,837,2014-07-18,0.0,0.0,0.0,21.03,42.51,36.46,83.086
838,838,2014-07-19,0.0,0.0,0.0,21.03,42.51,36.46,83.086
839,839,2014-07-20,0.0,0.0,0.0,21.03,42.51,36.46,83.086
840,840,2014-07-21,0.0,0.0,0.0,18.15,45.35,36.49,83.66
841,841,2014-07-22,0.0,0.0,0.0,18.15,45.35,36.49,83.66
842,842,2014-07-23,0.0,0.0,0.0,18.15,45.35,36.49,83.66
843,843,2014-07-24,0.0,0.0,0.0,18.15,45.35,36.49,83.66
844,844,2014-07-25,0.0,0.0,0.0,18.15,45.35,36.49,83.66
845,845,2014-07-26,0.0,0.0,0.0,18.15,45.35,36.49,83.66
846,846,2014-07-27,0.0,0.0,0.0,18.15,45.35,36.49,83.66
847,847,2014-07-28,0.0,0.0,0.0,18.11,45.4,36.49,83.676
848,848,2014-07-29,0.0,0.0,0.0,18.11,45.4,36.49,83.676
849,849,2014-07-30,0.0,0.0,0.0,18.11,45.4,36.49,83.676
850,850,2014-07-31,0.0,0.0,0.0,18.11,45.4,36.49,83.676
851,851,2014-08-01,0.0,0.0,0.0,18.11,45.4,36.49,83.676
852,852,2014-08-02,0.0,0.0,0.0,18.11,45.4,36.49,83.676
853,853,2014-08-03,0.0,0.0,0.0,18.11,45.4,36.49,83.676
854,854,2014-08-04,0.0,0.0,0.0,18.11,23.48,58.41,88.05999999999999
855,855,2014-08-05,0.0,0.0,0.0,18.11,23.48,58.41,88.05999999999999
856,856,2014-08-06,0.0,0.0,0.0,18.11,23.48,58.41,88.05999999999999
857,857,2014-08-07,0.0,0.0,0.0,18.11,23.48,58.41,88.05999999999999
858,858,2014-08-08,0.0,0.0,0.0,18.11,23.48,58.41,88.05999999999999
859,859,2014-08-09,0.0,0.0,0.0,18.11,23.48,58.41,88.05999999999999
860,860,2014-08-10,0.0,0.0,0.0,18.11,23.48,58.41,88.05999999999999
861,861,2014-08-11,0.0,0.0,0.2,17.88,23.51,58.41,88.026
862,862,2014-08-12,0.0,0.0,0.2,17.88,23.51,58.41,88.026
863,863,2014-08-13,0.0,0.0,0.2,17.88,23.51,58.41,88.026
864,864,2014-08-14,0.0,0.0,0.2,17.88,23.51,58.41,88.026
865,865,2014-08-15,0.0,0.0,0.2,17.88,23.51,58.41,88.026
866,866,2014-08-16,0.0,0.0,0.2,17.88,23.51,58.41,88.026
867,867,2014-08-17,0.0,0.0,0.2,17.88,23.51,58.41,88.026
868,868,2014-08-18,0.0,0.0,0.2,17.88,23.51,58.41,88.026
869,869,2014-08-19,0.0,0.0,0.2,17.88,23.51,58.41,88.026
870,870,2014-08-20,0.0,0.0,0.2,17.88,23.51,58.41,88.026
871,871,2014-08-21,0.0,0.0,0.2,17.88,23.51,58.41,88.026
872,872,2014-08-22,0.0,0.0,0.2,17.88,23.51,58.41,88.026
873,873,2014-08-23,0.0,0.0,0.2,17.88,23.51,58.41,88.026
874,874,2014-08-24,0.0,0.0,0.2,17.88,23.51,58.41,88.026
875,875,2014-08-25,0.0,0.0,2.41,15.67,23.51,58.41,87.58399999999999
876,876,2014-08-26,0.0,0.0,2.41,15.67,23.51,58.41,87.58399999999999
877,877,2014-08-27,0.0,0.0,2.41,15.67,23.51,58.41,87.58399999999999
878,878,2014-08-28,0.0,0.0,2.41,15.67,23.51,58.41,87.58399999999999
879,879,2014-08-29,0.0,0.0,2.41,15.67,23.51,58.41,87.58399999999999
880,880,2014-08-30,0.0,0.0,2.41,15.67,23.51,58.41,87.58399999999999
881,881,2014-08-31,0.0,0.0,2.41,15.67,23.51,58.41,87.58399999999999
882,882,2014-09-01,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
883,883,2014-09-02,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
884,884,2014-09-03,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
885,885,2014-09-04,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
886,886,2014-09-05,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
887,887,2014-09-06,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
888,888,2014-09-07,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
889,889,2014-09-08,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
890,890,2014-09-09,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
891,891,2014-09-10,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
892,892,2014-09-11,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
893,893,2014-09-12,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
894,894,2014-09-13,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
895,895,2014-09-14,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
896,896,2014-09-15,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
897,897,2014-09-16,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
898,898,2014-09-17,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
899,899,2014-09-18,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
900,900,2014-09-19,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
901,901,2014-09-20,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
902,902,2014-09-21,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
903,903,2014-09-22,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
904,904,2014-09-23,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
905,905,2014-09-24,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
906,906,2014-09-25,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
907,907,2014-09-26,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
908,908,2014-09-27,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
909,909,2014-09-28,0.0,0.0,4.58,13.5,23.51,58.41,87.14999999999999
910,910,2014-09-29,0.0,0.0,4.66,13.42,23.51,58.41,87.13399999999999
911,911,2014-09-30,0.0,0.0,4.66,13.42,23.51,58.41,87.13399999999999
912,912,2014-10-01,0.0,0.0,4.66,13.42,23.51,58.41,87.13399999999999
913,913,2014-10-02,0.0,0.0,4.66,13.42,23.51,58.41,87.13399999999999
914,914,2014-10-03,0.0,0.0,4.66,13.42,23.51,58.41,87.13399999999999
915,915,2014-10-04,0.0,0.0,4.66,13.42,23.51,58.41,87.13399999999999
916,916,2014-10-05,0.0,0.0,4.66,13.42,23.51,58.41,87.13399999999999
917,917,2014-10-06,0.0,0.0,4.96,13.13,23.51,58.41,87.08
918,918,2014-10-07,0.0,0.0,4.96,13.13,23.51,58.41,87.08
919,919,2014-10-08,0.0,0.0,4.96,13.13,23.51,58.41,87.08
920,920,2014-10-09,0.0,0.0,4.96,13.13,23.51,58.41,87.08
921,921,2014-10-10,0.0,0.0,4.96,13.13,23.51,58.41,87.08
922,922,2014-10-11,0.0,0.0,4.96,13.13,23.51,58.41,87.08
923,923,2014-10-12,0.0,0.0,4.96,13.13,23.51,58.41,87.08
924,924,2014-10-13,0.0,0.0,4.96,13.13,23.51,58.41,87.08
925,925,2014-10-14,0.0,0.0,4.96,13.13,23.51,58.41,87.08
926,926,2014-10-15,0.0,0.0,4.96,13.13,23.51,58.41,87.08
927,927,2014-10-16,0.0,0.0,4.96,13.13,23.51,58.41,87.08
928,928,2014-10-17,0.0,0.0,4.96,13.13,23.51,58.41,87.08
929,929,2014-10-18,0.0,0.0,4.96,13.13,23.51,58.41,87.08
930,930,2014-10-19,0.0,0.0,4.96,13.13,23.51,58.41,87.08
931,931,2014-10-20,0.0,0.0,4.96,13.13,23.51,58.41,87.08
932,932,2014-10-21,0.0,0.0,4.96,13.13,23.51,58.41,87.08
933,933,2014-10-22,0.0,0.0,4.96,13.13,23.51,58.41,87.08
934,934,2014-10-23,0.0,0.0,4.96,13.13,23.51,58.41,87.08
935,935,2014-10-24,0.0,0.0,4.96,13.13,23.51,58.41,87.08
936,936,2014-10-25,0.0,0.0,4.96,13.13,23.51,58.41,87.08
937,937,2014-10-26,0.0,0.0,4.96,13.13,23.51,58.41,87.08
938,938,2014-10-27,0.0,0.0,4.96,13.13,23.51,58.41,87.08
939,939,2014-10-28,0.0,0.0,4.96,13.13,23.51,58.41,87.08
940,940,2014-10-29,0.0,0.0,4.96,13.13,23.51,58.41,87.08
941,941,2014-10-30,0.0,0.0,4.96,13.13,23.51,58.41,87.08
942,942,2014-10-31,0.0,0.0,4.96,13.13,23.51,58.41,87.08
943,943,2014-11-01,0.0,0.0,4.96,13.13,23.51,58.41,87.08
944,944,2014-11-02,0.0,0.0,4.96,13.13,23.51,58.41,87.08
945,945,2014-11-03,0.0,0.0,4.96,13.13,23.51,58.41,87.08
946,946,2014-11-04,0.0,0.0,4.96,13.13,23.51,58.41,87.08
947,947,2014-11-05,0.0,0.0,4.96,13.13,23.51,58.41,87.08
948,948,2014-11-06,0.0,0.0,4.96,13.13,23.51,58.41,87.08
949,949,2014-11-07,0.0,0.0,4.96,13.13,23.51,58.41,87.08
950,950,2014-11-08,0.0,0.0,4.96,13.13,23.51,58.41,87.08
951,951,2014-11-09,0.0,0.0,4.96,13.13,23.51,58.41,87.08
952,952,2014-11-10,0.0,0.29,5.28,14.73,24.61,55.08,85.776
953,953,2014-11-11,0.0,0.29,5.28,14.73,24.61,55.08,85.776
954,954,2014-11-12,0.0,0.29,5.28,14.73,24.61,55.08,85.776
955,955,2014-11-13,0.0,0.29,5.28,14.73,24.61,55.08,85.776
956,956,2014-11-14,0.0,0.29,5.28,14.73,24.61,55.08,85.776
957,957,2014-11-15,0.0,0.29,5.28,14.73,24.61,55.08,85.776
958,958,2014-11-16,0.0,0.29,5.28,14.73,24.61,55.08,85.776
959,959,2014-11-17,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
960,960,2014-11-18,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
961,961,2014-11-19,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
962,962,2014-11-20,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
963,963,2014-11-21,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
964,964,2014-11-22,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
965,965,2014-11-23,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
966,966,2014-11-24,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
967,967,2014-11-25,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
968,968,2014-11-26,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
969,969,2014-11-27,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
970,970,2014-11-28,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
971,971,2014-11-29,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
972,972,2014-11-30,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
973,973,2014-12-01,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
974,974,2014-12-02,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
975,975,2014-12-03,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
976,976,2014-12-04,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
977,977,2014-12-05,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
978,978,2014-12-06,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
979,979,2014-12-07,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
980,980,2014-12-08,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
981,981,2014-12-09,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
982,982,2014-12-10,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
983,983,2014-12-11,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
984,984,2014-12-12,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
985,985,2014-12-13,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
986,986,2014-12-14,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
987,987,2014-12-15,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
988,988,2014-12-16,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
989,989,2014-12-17,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
990,990,2014-12-18,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
991,991,2014-12-19,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
992,992,2014-12-20,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
993,993,2014-12-21,0.0,0.28,5.29,14.73,24.61,55.08,85.77799999999999
994,994,2014-12-22,0.0,1.59,3.98,16.48,45.73,32.21,80.592
995,995,2014-12-23,0.0,1.59,3.98,16.48,45.73,32.21,80.592
996,996,2014-12-24,0.0,1.59,3.98,16.48,45.73,32.21,80.592
997,997,2014-12-25,0.0,1.59,3.98,16.48,45.73,32.21,80.592
998,998,2014-12-26,0.0,1.59,3.98,16.48,45.73,32.21,80.592
999,999,2014-12-27,0.0,1.59,3.98,16.48,45.73,32.21,80.592
1000,1000,2014-12-28,0.0,1.59,3.98,16.48,45.73,32.21,80.592
1001,1001,2014-12-29,0.0,1.59,3.98,16.48,45.73,32.21,80.592
1002,1002,2014-12-30,0.0,1.59,3.98,16.48,45.73,32.21,80.592
1003,1003,2014-12-31,0.0,1.59,3.98,16.48,45.73,32.21,80.592
1004,1004,2015-01-01,0.0,1.59,3.98,16.48,45.73,32.21,80.592
1005,1005,2015-01-02,0.0,1.59,3.98,16.48,45.73,32.21,80.592
1006,1006,2015-01-03,0.0,1.59,3.98,16.48,45.73,32.21,80.592
1007,1007,2015-01-04,0.0,1.59,3.98,16.48,45.73,32.21,80.592
1008,1008,2015-01-05,0.0,1.88,3.78,16.39,45.73,32.21,80.51599999999999
1009,1009,2015-01-06,0.0,1.88,3.78,16.39,45.73,32.21,80.51599999999999
1010,1010,2015-01-07,0.0,1.88,3.78,16.39,45.73,32.21,80.51599999999999
1011,1011,2015-01-08,0.0,1.88,3.78,16.39,45.73,32.21,80.51599999999999
1012,1012,2015-01-09,0.0,1.88,3.78,16.39,45.73,32.21,80.51599999999999
1013,1013,2015-01-10,0.0,1.88,3.78,16.39,45.73,32.21,80.51599999999999
